index	status	map_line
124	VERIFIED	0002:00532c80 ?IsEEDefined_returnedSinceLastDeath@@YA?AUbbool@@Ventity@Broc@@@Z 00D22180 f mp_util_wad.o	VERIFIED: IDA 0x00932C80 uses key 0xCBEADD95 bint GetVal and IsDefined
125	FIXED	0002:00532d30 ?GetEE_lastMedicCall@@YAAAUbint@@Ventity@Broc@@@Z 00D22230 f mp_util_wad.o  FIXED: IDA getter disassembly nullEnt fallback added
126	VERIFIED	0002:00532d80 ?IsEEDefined_lastMedicCall@@YA?AUbbool@@Ventity@Broc@@@Z 00D22280 f mp_util_wad.o	VERIFIED: IDA 0x00932D80 uses key 0xA2978152 bint GetVal and IsDefined
127	FIXED	0002:00532e30 ?GetEE_bigsplashed@@YAAAUbint@@Ventity@Broc@@@Z 00D22330 f mp_util_wad.o  FIXED: IDA getter disassembly nullEnt fallback added
128	VERIFIED	0002:00532e80 ?IsEEDefined_bigsplashed@@YA?AUbbool@@Ventity@Broc@@@Z 00D22380 f mp_util_wad.o	VERIFIED: IDA 0x00932E80 uses key 0x65FADA86 bint GetVal and IsDefined
129	FIXED	0002:00532f30 ?GetEE_audio_ambmin@@YAAAUbfloat@@Ventity@Broc@@@Z 00D22430 f mp_util_wad.o  FIXED: IDA getter disassembly nullEnt fallback added
130	VERIFIED	0002:00532f80 ?IsEEDefined_audio_ambmin@@YA?AUbbool@@Ventity@Broc@@@Z 00D22480 f mp_util_wad.o	VERIFIED: IDA 0x00932F80 uses key 0xC6588AA5 bfloat GetVal and IsDefined
131	VERIFIED	0002:00533030 ?plane_flyby_setup@_mp_airplanes@@YAXVstring@Broc@@00Ubint@@Ubfloat@@22@Z 00D22530 f mp_util_wad.o	VERIFIED: IDA 0x00933030 matches entity discovery, script-ID validation/sort, duplicate checks, target path collection, cleanup, and thread creation
132	VERIFIED	0002:005346f0 ??8bint@@QBE_NU0@@Z 00D23BF0 f i mp_util_wad.o	VERIFIED: IDA 0x009346F0 compares rhs.mVal with this->mVal
133	VERIFIED	0002:00534720 ??9bint@@QBE_NU0@@Z 00D23C20 f i mp_util_wad.o	VERIFIED: IDA 0x00934720 compares the two mVal fields for inequality
134	VERIFIED	0002:00534750 ??Ebint@@QAEHH@Z 00D23C50 f i mp_util_wad.o	VERIFIED: IDA 0x00934750 asserts defined and increments mVal
135	VERIFIED	0002:00534790 ?AssertDefined@bint@@QBEXXZ 00D23C90 f i mp_util_wad.o	VERIFIED: IDA 0x00934790 is an empty body
136	VERIFIED	0002:005347b0 ??M@YA?AUbbool@@Ubint@@H@Z 00D23CB0 f i mp_util_wad.o	VERIFIED: IDA 0x009347B0 compares bint lhs against int rhs and returns bbool
137	VERIFIED	0002:005347f0 ??O@YA?AUbbool@@Ubint@@0@Z 00D23CF0 f i mp_util_wad.o	VERIFIED: IDA 0x009347F0 compares two bint values and returns bbool
138	VERIFIED	0002:00534830 ??HBroc@@YA?AVstring@0@ABV10@M@Z 00D23D30 f i mp_util_wad.o
139	VERIFIED	0002:005348d0 ?Get@origin_struct@__unnamed@entity@Broc@@QBE?BUvector@4@XZ 00D23DD0 f i mp_util_wad.o	VERIFIED: IDA 0x009348D0 uses mHandle and m_entity_get_origin into a temporary vector, then copies to result
140	VERIFIED	0002:00534920 ?Get@target_struct@__unnamed@entity@Broc@@QBE?BVstring@4@XZ 00D23E20 f i mp_util_wad.o	VERIFIED: IDA 0x00934920 calls m_entity_get_target, copy-constructs result, and destroys the temporary
141	FIXED	0002:005349d0 ?GetEnt@Broc@@YA?AVentity@1@ABVstring@1@UHashStr@@I@Z 00D23ED0 f i mp_util_wad.o  FIXED: IDA result constructor restored
142	FIXED	0002:00534a20 ?Delete@Broc@@YAXABVentity@1@@Z 00D23F20 f i mp_util_wad.o  FIXED: IDA const-reference entry point restored; pointer wrapper retained
143	VERIFIED	0002:00534a50 ?Distance@@YAMABUvector@Broc@@0@Z 00D23F50 f i mp_util_wad.o  VERIFIED: matches IDA mVecDistance forwarding
144	VERIFIED	0002:00534a80 ?VectorToAngles@@YA?AUvector@Broc@@ABU12@@Z 00D23F80 f i mp_util_wad.o  VERIFIED: matches IDA local-output copy and mVecToAngles forwarding
145	VERIFIED	0002:00534ad0 ??0mp_plane@_mp_airplanes@@QAE@XZ 00D23FD0 f i mp_util_wad.o	VERIFIED: IDA 0x00934AD0 initializes strings, boxed scalars, and all four dynamic arrays
146	VERIFIED	0002:00534bd0 ?plane_flyby_thread__functor@_mp_airplanes@@YAPAVAeThreadFunctor@@Ventity@Broc@@Ump_plane@1@@Z 00D240D0 f i mp_util_wad.o	VERIFIED: IDA 0x00934BD0 allocates 0x54-byte AeThreadFunctor2, captures arguments, destroys the plane copy, and null-checks allocation
147	VERIFIED	0002:00534c90 ??1mp_plane@_mp_airplanes@@QAE@XZ 00D24190 f i mp_util_wad.o
148	VERIFIED	0002:00534d50 ??0mp_plane@_mp_airplanes@@QAE@ABU01@@Z 00D24250 f i mp_util_wad.o
149	VERIFIED	0002:00534e80 ?plane_flyby_thread@_mp_airplanes@@YAXVentity@Broc@@Ump_plane@1@@Z 00D24380 f mp_util_wad.o
150	FIXED	0002:00535060 ??4bint@@QAEHH@Z 00D24560 f i mp_util_wad.o	FIXED: IDA returns assigned int, not bint reference
151	FIXED	0002:00535090 ??M@YA?AUbbool@@Ubint@@0@Z 00D24590 f i mp_util_wad.o	FIXED: IDA bbool value-return comparison restored
152	VERIFIED	0002:005350d0 ?RandomInt@@YAHH@Z 00D245D0 f i mp_util_wad.o	VERIFIED: IDA 0x009350D0 directly forwards iMax to gBrocAPI.mMathsRandomInt
153	VERIFIED	0002:00535100 ?plane_flyby__functor@_mp_airplanes@@YAPAVAeThreadFunctor@@Ventity@Broc@@Ump_plane@1@Ubint@@@Z 00D24600 f i mp_util_wad.o	VERIFIED: IDA 0x00935100 allocates 0x58-byte AeThreadFunctor3, captures all arguments, destroys the plane copy, and null-checks allocation
154	FIXED	0002:005351c0 ?plane_flyby@_mp_airplanes@@YAXVentity@Broc@@Ump_plane@1@Ubint@@@Z 00D246C0 f mp_util_wad.o	FIXED: restored IDA angles proxy assignment and automatic mp_plane cleanup
155	FIXED	0002:00535420 ??4bfloat@@QAEMM@Z 00D24920 f i mp_util_wad.o	FIXED: IDA returns assigned float as double
156	VERIFIED	0002:00535450 ??D@YA?AUbfloat@@U0@M@Z 00D24950 f i mp_util_wad.o	VERIFIED: IDA 0x00935450 multiplies lhs.mVal by rhs and constructs the bfloat result
157	VERIFIED	0002:00535490 ??4angles_struct@__unnamed@entity@Broc@@QAEABUvector@3@ABU43@@Z 00D24990 f i mp_util_wad.o	VERIFIED: IDA 0x00935490 forwards mHandle and the vector to m_entity_set_angles, returning rhs
158	VERIFIED	0002:005354e0 ?Spawn@Broc@@YA?AVentity@1@ABVstring@1@ABUvector@1@W4TPakInfo@@@Z 00D249E0 f i mp_util_wad.o	VERIFIED: IDA 0x009354E0 forwards classname, origin, and TPakInfo to mSpawn, then constructs the entity result
159	VERIFIED	0002:00535520 ?EffectEventPlay@Broc@@YAHABVentity@1@ABVstring@1@@Z 00D24A20 f i mp_util_wad.o	VERIFIED: IDA 0x00935520 forwards the entity handle and script with notify=0 and both boolean flags false
160	VERIFIED	0002:00535560 ?SetModel@Broc@@YAXABVentity@1@ABVstring@1@W4TPakInfo@@@Z 00D24A60 f i mp_util_wad.o	VERIFIED: IDA 0x00935560 forwards the entity handle, model name, and TPakInfo to mSetModel
161	VERIFIED	0002:005355a0 ?MoveTo@Broc@@YAXABVentity@1@ABUvector@1@MMM@Z 00D24AA0 f i mp_util_wad.o	VERIFIED: IDA 0x009355A0 forwards handle, position, total time, acceleration, and deceleration to mMoveTo
162	VERIFIED	0002:005355e0 ?plane_roll__functor@_mp_airplanes@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D24AE0 f i mp_util_wad.o  VERIFIED: matches IDA AeThreadFunctor1 allocation/capture
163	FIXED	0002:00535680 ?plane_roll@_mp_airplanes@@YAXVentity@Broc@@@Z 00D24B80 f mp_util_wad.o	FIXED: replaced empty body with IDA 0x00935680 endon, random roll/time, RotateTo, and wait loop
164	VERIFIED	0002:00535840 ??0bfloat@@QAE@H@Z 00D24D40 f i mp_util_wad.o	VERIFIED: IDA 0x00935840 stores the integer rhs in bfloat::mVal and returns this
165	VERIFIED	0002:00535870 ?endon@Broc@@YAXVentity@1@UHashStr@@@Z 00D24D70 f i mp_util_wad.o
166	FIXED	0002:005358b0 ?RotateTo@Broc@@YAXABVentity@1@ABUvector@1@MMM@Z 00D24DB0 f i mp_util_wad.o	FIXED: IDA five-argument const-reference wrapper restored
167	VERIFIED	0002:005358f0 ?AudioPrint@_mp_audio@@YAXVstring@Broc@@@Z 00D24DF0 f mp_util_wad.o
168	VERIFIED	0002:00535970 ?GetCvarInt@@YAHPBD@Z 00D24E70 f i mp_util_wad.o	VERIFIED: IDA 0x00935970 directly forwards the cvar name to mCVarGetInt
169	FIXED	0002:005359a0 ?main@_mp_audio@@YAXXZ 00D24EA0 f mp_util_wad.o	FIXED: IDA 0x009359A0 constructs both worker functors with pLevel->_base.entity, not a boolean handle
170	VERIFIED	0002:00536040 ??4bint@@QAEHI@Z 00D25540 f i mp_util_wad.o	VERIFIED: IDA 0x00936040 stores the unsigned rhs in bint::mVal and returns rhs
171	VERIFIED	0002:00536070 ?SoundPlay@@YAIABVstring@Broc@@M@Z 00D25570 f i mp_util_wad.o	VERIFIED: IDA 0x00936070 forwards the string pointer and volume to mSoundPlay
172	VERIFIED	0002:005360a0 ?ReverbSetParams@@YAXABVstring@Broc@@_N@Z 00D255A0 f i mp_util_wad.o	VERIFIED: IDA 0x009360A0 forwards the string pointer and immediate flag to mReverbSetParams
173	VERIFIED	0002:005360d0 ?AddEventHandler@Broc@@YAXABVentity@1@UHashStr@@1@Z 00D255D0 f i mp_util_wad.o	VERIFIED: IDA 0x009360D0 forwards entity handle and both HashStr mVal values to mAddEventHandler
174	VERIFIED	0002:00536120 ?PlayerLocation__functor@_mp_audio@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D25620 f i mp_util_wad.o	VERIFIED: IDA 0x00936120 allocates a 0x0C-byte AeThreadFunctor1 and null-checks before construction
175	VERIFIED	0002:005361c0 ?ambient_system__functor@_mp_audio@@YAPAVAeThreadFunctor@@Ventity@Broc@@Vstring@4@@Z 00D256C0 f i mp_util_wad.o	VERIFIED: IDA 0x009361C0 allocates a 0x10-byte AeThreadFunctor2, captures both arguments, and destroys the string copy
176	VERIFIED	0002:00536280 ?CallbackSetLevelAudio@_mp_audio@@YAXPBD00HH@Z 00D25780 f mp_util_wad.o
177	VERIFIED	0002:00536360 ??4bfloat@@QAEMH@Z 00D25860 f i mp_util_wad.o	VERIFIED: IDA 0x00936360 stores rhs in bfloat::mVal and returns the stored value as double
178	FIXED	0002:00536390 ?ambient_chatter_system@_mp_audio@@YAXVentity@Broc@@@Z 00D25890 f mp_util_wad.o	FIXED: IDA 0x00936390 passes the copied pLevel base entity into audio_spawner
179	VERIFIED	0002:005364b0 ?audio_spawner__functor@_mp_audio@@YAPAVAeThreadFunctor@@Ventity@Broc@@Vstring@4@@Z 00D259B0 f i mp_util_wad.o	VERIFIED: IDA 0x009364B0 allocates a 0x10-byte AeThreadFunctor2, captures entity/string, and destroys the string copy
180	VERIFIED	0002:00536570 ?interior_triggering_device@_mp_audio@@YAXVentity@Broc@@0@Z 00D25A70 f mp_util_wad.o
181	VERIFIED	0002:00536740 ?Code_IsLocalPlayer@Broc@@YA_NVentity@1@@Z 00D25C40 f i mp_util_wad.o	VERIFIED: IDA 0x00936740 forwards entity.GetHandle() to mIsLocalPlayer; implementation matches
182	FIXED	0002:00536770 ?PlayerLocation@_mp_audio@@YAXVentity@Broc@@@Z 00D25C70 f mp_util_wad.o	FIXED: IDA 0x00936770 passes the copied pLevel base entity into audio_crossfade_wait
183	VERIFIED	0002:00536ef0 ??0bint@@QAE@I@Z 00D263F0 f i mp_util_wad.o	VERIFIED: IDA 0x00936EF0 stores the unsigned rhs in bint::mVal and returns this
184	VERIFIED	0002:00536f20 ??8bint@@QBE_NH@Z 00D26420 f i mp_util_wad.o	VERIFIED: IDA 0x00936F20 compares rhs with bint::mVal
185	VERIFIED	0002:00536f50 ?SoundCrossFade@@YAXIIM@Z 00D26450 f i mp_util_wad.o	VERIFIED: IDA 0x00936F50 forwards both handles and time to mSoundCrossFade
186	VERIFIED	0002:00536f80 ?audio_crossfade_wait__functor@_mp_audio@@YAPAVAeThreadFunctor@@Ventity@Broc@@@Z 00D26480 f i mp_util_wad.o	VERIFIED: IDA 0x00936F80 allocates a 0x0C-byte AeThreadFunctor1 and null-checks before construction
187	VERIFIED	0002:00537020 ?audio_crossfade_wait@_mp_audio@@YAXVentity@Broc@@@Z 00D26520 f mp_util_wad.o
188	VERIFIED	0002:005370b0 ??H@YA?AUbint@@U0@H@Z 00D265B0 f i mp_util_wad.o	VERIFIED: IDA 0x009370B0 converts lhs to int, adds rhs, and constructs the bint result
189	VERIFIED	0002:005370e0 ?track_changer@_mp_audio@@YAXVstring@Broc@@@Z 00D265E0 f mp_util_wad.o
190	VERIFIED	0002:00537190 ?reverb_changer@_mp_audio@@YAXVstring@Broc@@@Z 00D26690 f mp_util_wad.o
191	VERIFIED	0002:00537240 ?ambient_changer@_mp_audio@@YAXVstring@Broc@@@Z 00D26740 f mp_util_wad.o
192	FIXED	0002:005372e0 ?ambient_system@_mp_audio@@YAXVentity@Broc@@Vstring@3@@Z 00D267E0 f mp_util_wad.o	FIXED: IDA 0x009372E0 constructs fMin from pLevel->_base.entity before audio_spawner
193	VERIFIED	0002:005376c0 ??M@YA?AUbbool@@Ubfloat@@M@Z 00D26BC0 f i mp_util_wad.o	VERIFIED: IDA 0x009376C0 returns bbool(rhs greater than lhs bfloat value)
194	VERIFIED	0002:00537710 ??O@YA?AUbbool@@Ubfloat@@M@Z 00D26C10 f i mp_util_wad.o	VERIFIED: IDA 0x00937710 returns bbool(lhs bfloat value greater than rhs)
195	VERIFIED	0002:00537760 ?audio_spawner@_mp_audio@@YAXVentity@Broc@@Vstring@3@@Z 00D26C60 f mp_util_wad.o
196	VERIFIED	0002:005379f0 ??H@YA?AUbint@@HU0@@Z 00D26EF0 f i mp_util_wad.o	VERIFIED: IDA 0x009379F0 adds int lhs to rhs.mVal and constructs the bint result
197	VERIFIED	0002:00537a20 ??DBroc@@YA?AUvector@0@ABU10@M@Z 00D26F20 f i mp_util_wad.o	VERIFIED: IDA 0x00937A20 multiplies all three vector components by rhs
198	VERIFIED	0002:00537a90 ?EffectEventPlay@Broc@@YAHABVstring@1@ABUvector@1@1@Z 00D26F90 f i mp_util_wad.o	VERIFIED: IDA 0x00937A90 forwards script, position, facing, false, and zero notify/flags to mEffectEventPlayNonEnt
199	VERIFIED	0002:00537ad0 ?AnglesToForward@@YA?AUvector@Broc@@ABU12@@Z 00D26FD0 f i mp_util_wad.o	VERIFIED: IDA 0x00937AD0 uses a temporary vector, calls mVecAnglesToForward, and copies the result
200	VERIFIED	0002:00537b20 ?closest_point_on_line_to_point@_mp_audio@@YA?AUbfloat@@Uvector@Broc@@00AAU34@@Z 00D27020 f mp_util_wad.o	VERIFIED: IDA 0x00937B20 computes projection t, clamps endpoints, writes out_PointOnLine, and returns t
201	VERIFIED	0002:00537e70 ??H@YA?AUbfloat@@MU0@@Z 00D27370 f i mp_util_wad.o	VERIFIED: IDA 0x00937E70 adds float lhs to rhs bfloat value and constructs the result
202	VERIFIED	0002:00537eb0 ?StopLineSound@_mp_audio@@YAXVstring@Broc@@@Z 00D273B0 f mp_util_wad.o
203	VERIFIED	0002:00538030 ?StopAllLineSounds@_mp_audio@@YAXXZ 00D27530 f mp_util_wad.o
204	VERIFIED	0002:005380f0 ?SpawnLineSound@_mp_audio@@YA?AVentity@Broc@@Vstring@3@0@Z 00D275F0 f mp_util_wad.o	VERIFIED: IDA 0x009380F0 matches start-entity lookup, warning/error paths, nested spawn, map insertion, result copy, and string cleanup
205	VERIFIED	0002:00538320 ?SpawnLineSound@_mp_audio@@YA?AVentity@Broc@@V23@Vstring@3@@Z 00D27820 f mp_util_wad.o	VERIFIED: IDA 0x00938320 matches target/sound validation, end lookup, spawn, effect playback, movement functor, and cleanup
206	VERIFIED	0002:00538650 ?IsAlive@Broc@@YAHABVentity@1@@Z 00D27B50 f i mp_util_wad.o	VERIFIED: IDA 0x00938650 forwards the entity handle to mEntityIsAlive
207	VERIFIED	0002:00538680 ?MoveSoundAlongLine__functor@_mp_audio@@YAPAVAeThreadFunctor@@Ventity@Broc@@Uvector@4@1@Z 00D27B80 f i mp_util_wad.o	VERIFIED: IDA 0x00938680 allocates a 0x24-byte AeThreadFunctor3 and null-checks before construction
208	FIXED	0002:00538720 ?MoveSoundAlongLine@_mp_audio@@YAXVentity@Broc@@Uvector@3@1@Z 00D27C20 f mp_util_wad.o	FIXED: IDA player fallback and 0x100000/0x40000 wait thresholds restored
209	VERIFIED	0002:005389a0 ??O@YA?AUbbool@@Ubfloat@@H@Z 00D27EA0 f i mp_util_wad.o	VERIFIED: IDA 0x009389A0 compares bfloat value greater than int rhs and returns bbool
210	VERIFIED	0002:005389f0 ?IsDefined@Broc@@YA_NAAUvector@1@@Z 00D27EF0 f i mp_util_wad.o	VERIFIED: IDA 0x009389F0 forwards to Broc::vector::IsDefined
211	FIXED	0002:00538a10 ??4origin_struct@__unnamed@entity@Broc@@QAEABUvector@3@ABU43@@Z 00D27F10 f i mp_util_wad.o	FIXED: IDA 0x00938A10 origin proxy setter added; forwards mHandle and vector to m_entity_set_origin
212	VERIFIED	0002:00538a60 ?DistanceSquared@@YAMABUvector@Broc@@0@Z 00D27F60 f i mp_util_wad.o	VERIFIED: IDA 0x00938A60 forwards both vectors to mVecDistanceSquared
213	VERIFIED	0002:00538a90 ?PlaySound@_mp_audio@@YAXVentity@Broc@@Vstring@3@Ubfloat@@@Z 00D27F90 f mp_util_wad.o	VERIFIED: IDA 0x00938A90 converts delay, waits, calls SoundPlay at volume 1.0, and destroys sound
214	VERIFIED	0002:00538b20 ?PlayLocalDialog@_mp_audio@@YAXVentity@Broc@@Vstring@3@1@Z 00D28020 f mp_util_wad.o
215	VERIFIED	0002:00538ba0 ?DialogPlay@Broc@@YAHABVentity@1@ABVstring@1@@Z 00D280A0 f i mp_util_wad.o	VERIFIED: IDA 0x00938BA0 forwards entity handle/script to mDialogPlay with zero flags
216	VERIFIED	0002:00538be0 ?PlayTeamDialog@_mp_audio@@YAXVentity@Broc@@Vstring@3@1Ubfloat@@@Z 00D280E0 f mp_util_wad.o	VERIFIED: IDA 0x00938BE0 iterates local players by team, waits, plays dialog, and cleans up
217	FIXED	0002:00538da0 ??Ebint@@QAEHXZ 00D282A0 f i mp_util_wad.o	FIXED: IDA prefix operator++ asserts then returns old mVal while incrementing
218	VERIFIED	0002:00538de0 ?Get@team_struct@__unnamed@entity@Broc@@QBE?BVstring@4@XZ 00D282E0 f i mp_util_wad.o	VERIFIED: IDA 0x00938DE0 calls m_entity_get_sentient_team, copy-constructs result, and destroys temporary
219	VERIFIED	0002:00538e90 ?PlayTeamDialog@_mp_audio@@YAXVentity@Broc@@Vstring@3@11Ubfloat@@@Z 00D28390 f mp_util_wad.o	VERIFIED: IDA 0x00938E90 handles local-player team selection, delay, primary/secondary dialog, and cleanup
220	VERIFIED	0002:005391b0 ?PlayTeamSoundStoppable@_mp_audio@@YAXVentity@Broc@@Vstring@3@1@Z 00D286B0 f mp_util_wad.o
221	VERIFIED	0002:00539550 ?EffectEventPlay@Broc@@YAHABVentity@1@ABVstring@1@UHashStr@@_N@Z 00D28A50 f i mp_util_wad.o	VERIFIED: IDA 0x00939550 forwards entity handle, script, notifyHash.mVal, stoppable, and false final flag
222	VERIFIED	0002:00539590 ?PlayTeamSoundStoppable@_mp_audio@@YAXVentity@Broc@@Vstring@3@11@Z 00D28A90 f mp_util_wad.o
223	VERIFIED	0002:00539a50 ?StopTeamSound@_mp_audio@@YAXXZ 00D28F50 f mp_util_wad.o
224	VERIFIED	0002:00539b70 ?EffectEventStopEmitting@Broc@@YAXI@Z 00D29070 f i mp_util_wad.o	VERIFIED: IDA 0x00939B70 forwards effect id to mEffectEventStop
225	FIXED	0002:00539ba0 ?notify@Broc@@YAXABVentity@1@UHashStr@@@Z 00D290A0 f i mp_util_wad.o	FIXED: corrected entity argument to const reference ABI; IDA/map symbol now matches
226	VERIFIED	0002:00539be0 ?PlayTeamSound@_mp_audio@@YAXVentity@Broc@@Vstring@3@11@Z 00D290E0 f mp_util_wad.o
227	VERIFIED	0002:00539dc0 ?PlaySoundAtLocation@_mp_audio@@YAXVentity@Broc@@Vstring@3@Uvector@3@@Z 00D292C0 f mp_util_wad.o
228	VERIFIED	0002:00539ee0 ?ThreadLineSound@_mp_audio@@YAXVentity@Broc@@@Z 00D293E0 f mp_util_wad.o
229	VERIFIED	0002:0053a080 ?Get@targetname_struct@__unnamed@entity@Broc@@QBE?BVstring@4@XZ 00D29580 f i mp_util_wad.o	VERIFIED: IDA 0x0093A080 calls m_entity_get_targetname, copy-constructs result, and destroys temporary
230	VERIFIED	0002:0053a130 ?ThreadStaticSound@_mp_audio@@YAXVentity@Broc@@@Z 00D29630 f mp_util_wad.o
231	VERIFIED	0002:0053a270 ?ThreadStaticSoundPlay__functor@_mp_audio@@YAPAVAeThreadFunctor@@Ventity@Broc@@Vstring@4@@Z 00D29770 f i mp_util_wad.o	VERIFIED: IDA allocates 0x10 bytes and constructs AeThreadFunctor2 with ThreadStaticSoundPlay
232	VERIFIED	0002:0053a330 ?ThreadStaticSoundPlay@_mp_audio@@YAXVentity@Broc@@Vstring@3@@Z 00D29830 f mp_util_wad.o
233	VERIFIED	0002:0053a3a0 ?sound_repeat@_mp_audio@@YAXVentity@Broc@@@Z 00D298A0 f mp_util_wad.o
234	VERIFIED	0002:0053a4e0 ?ThreadStaticSoundRandomPlay__functor@_mp_audio@@YAPAVAeThreadFunctor@@Ventity@Broc@@Vstring@4@@Z 00D299E0 f i mp_util_wad.o	VERIFIED: IDA allocates 0x10 bytes and constructs AeThreadFunctor2 with ThreadStaticSoundRandomPlay
235	VERIFIED	0002:0053a5a0 ?ThreadStaticSoundRandomPlay@_mp_audio@@YAXVentity@Broc@@Vstring@3@@Z 00D29AA0 f mp_util_wad.o
236	VERIFIED	0002:0053a640 ?PlayPainSound@_mp_audio@@YAXVentity@Broc@@Ubint@@@Z 00D29B40 f mp_util_wad.o	VERIFIED: IDA matches damage gate, cooldown, health thresholds, forced chance, team sounds, and timestamp update
237	FIXED	0002:0053ac50 ??Ybint@@QAEHH@Z 00D2A150 f i mp_util_wad.o	FIXED: IDA asserts then returns updated mVal as int
238	FIXED	0002:0053ac90 ??4bbool@@QAEM_N@Z 00D2A190 f i mp_util_wad.o	FIXED: IDA stores bool and returns double conversion
239	VERIFIED	0002:0053acc0 ??D@YA?AUbfloat@@MU0@@Z 00D2A1C0 f i mp_util_wad.o	VERIFIED: IDA 0x0093ACC0 converts rhs to float, multiplies by lhs, and constructs bfloat
240	VERIFIED	0002:0053ad00 ??O@YA?AUbbool@@Ubint@@H@Z 00D2A200 f i mp_util_wad.o	VERIFIED: IDA 0x0093AD00 compares lhs.mVal greater than int rhs and constructs bbool
241	VERIFIED	0002:0053ad40 ??D@YA?AUbfloat@@U0@H@Z 00D2A240 f i mp_util_wad.o	VERIFIED: IDA 0x0093AD40 converts lhs to float, multiplies by int rhs, and constructs bfloat
242	VERIFIED	0002:0053ad80 ??M@YA?AUbbool@@HUbfloat@@@Z 00D2A280 f i mp_util_wad.o	VERIFIED: IDA 0x0093AD80 compares rhs.mVal greater than int lhs and constructs bbool
243	VERIFIED	0002:0053ade0 ?Get@maxhealth_struct@__unnamed@entity@Broc@@QBE?BUbint@@XZ 00D2A2E0 f i mp_util_wad.o	VERIFIED: IDA 0x0093ADE0 forwards mHandle to m_entity_get_maxhealth and constructs bint
244	VERIFIED	0002:0053ae20 ?GetTime@@YA?AUbint@@XZ 00D2A320 f i mp_util_wad.o	VERIFIED: IDA 0x0093AE20 wraps mGetTime in a bint result
245	VERIFIED	0002:0053ae50 ??0bfloat@@QAE@ABUbint@@@Z 00D2A350 f i mp_util_wad.o	VERIFIED: IDA 0x0093AE50 copies rhs.mVal into the bfloat
246	VERIFIED	0002:0053ae80 ?PlayDeathSound@_mp_audio@@YAXVentity@Broc@@00Ubint@@1@Z 00D2A380 f mp_util_wad.o	VERIFIED: IDA matches killer warning/credit calls, team and local-player modifiers, damage gate, random threshold, and scream playback
247	FIXED	0002:0053b200 ??Ybfloat@@QAEMM@Z 00D2A700 f i mp_util_wad.o	FIXED: IDA asserts, adds float to mVal, and returns double mVal
248	VERIFIED	0002:0053b250 ?AssertDefined@bfloat@@QBEXXZ 00D2A750 f i mp_util_wad.o	VERIFIED: IDA function is an empty no-op
249	VERIFIED	0002:0053b270 ?PlayKillerWarning@_mp_audio@@YAXVentity@Broc@@00Ubint@@1@Z 00D2A770 f mp_util_wad.o	VERIFIED: IDA matches team gate, random chance, player-state/distance scan, vehicle and weapon sound selection, and effect playback
250	VERIFIED	0002:0053bd20 ??9bint@@QBE_NH@Z 00D2B220 f i mp_util_wad.o	VERIFIED: IDA 0x0093BD20 compares bint.mVal against int rhs
251	VERIFIED	0002:0053bd50 ??D@YA?AUbfloat@@U0@0@Z 00D2B250 f i mp_util_wad.o	VERIFIED: IDA 0x0093BD50 converts both bfloat operands, multiplies, and constructs bfloat
252	VERIFIED	0002:0053bda0 ??M@YA?AUbbool@@MUbfloat@@@Z 00D2B2A0 f i mp_util_wad.o	VERIFIED: IDA 0x0093BDA0 compares rhs.mVal greater than float lhs and constructs bbool
253	VERIFIED	0002:0053bdf0 ?Get@playerState_struct@__unnamed@entity@Broc@@QBE?BUbint@@XZ 00D2B2F0 f i mp_util_wad.o	VERIFIED: IDA 0x0093BDF0 forwards mHandle to persistent playerState getter and constructs bint
254	VERIFIED	0002:0053be30 ?IsPlayer@Broc@@YAHABVentity@1@@Z 00D2B330 f i mp_util_wad.o	VERIFIED: IDA 0x0093BE30 gets the entity handle and forwards it to mEntityIsPlayer
255	VERIFIED	0002:0053be60 ?IsVehicle@Broc@@YAHABVentity@1@@Z 00D2B360 f i mp_util_wad.o	VERIFIED: IDA 0x0093BE60 gets the entity handle and forwards it to mEntityIsVehicle
256	VERIFIED	0002:0053be90 ?Code_GetWeaponName@Broc@@YAXHAAVstring@1@@Z 00D2B390 f i mp_util_wad.o	VERIFIED: IDA 0x0093BE90 forwards weaponIndex and the output string to mGetWeaponName
257	VERIFIED	0002:0053bec0 ?Code_GetTeamGame@Broc@@YA_NXZ 00D2B3C0 f i mp_util_wad.o
258	VERIFIED	0002:0053bee0 ?PlayKillerCredit@_mp_audio@@YAXVentity@Broc@@@Z 00D2B3E0 f mp_util_wad.o
259	VERIFIED	0002:0053c240 ?player_dying_sounds@_mp_audio@@YAXVentity@Broc@@@Z 00D2B740 f mp_util_wad.o
260	VERIFIED	0002:0053c2c0 ?LaunchGametype@_mp_common@@YAXXZ 00D2B7C0 f mp_util_wad.o
261	VERIFIED	0002:0053ca40 ?Code_ClearPlayerStats@Broc@@YAXXZ 00D2BF40 f i mp_util_wad.o
262	VERIFIED	0002:0053ca60 ?Code_ClearTeamScores@Broc@@YAXXZ 00D2BF60 f i mp_util_wad.o
263	VERIFIED	0002:0053ca80 ?Code_DisplayScoreBoard@Broc@@YAX_NH@Z 00D2BF80 f i mp_util_wad.o
264	VERIFIED	0002:0053cab0 ?Code_SetShowScore@Broc@@YAX_N@Z 00D2BFB0 f i mp_util_wad.o
